**** Updated: May 27, 2014 **** 
                                    
PERSONAL PROPERTY CODES             
                                    
State Class                         
------          -----------------   
Code            Description         
------          -----------------   
G1             	Oil and Mineral Gas Reserves                                
G2             	Real Property Other Mineral Reserves                        
J1             	Personal Utilities Water System                             
J2             	Gas Companies                                               
J3             	Electric Companies                                          
J4             	Telephone Companies                                         
J5             	Railroads                                                   
J6             	Pipelines                                                   
J7             	Major Cable Television Systems                              
L1             	Tangible, Commercial                                        
L2             	Tangible, Industrial                                        
M3             	Tangible, Mobile Homes                                      
S1             	Dealer Inventory                                            
U0             	Unknown                                                     
                                     
                                     
Personal Property                    
------          --------------------------                                     ------   
Code   	        Description                                                    Class    
------          --------------------------                                     ------   
A              	Business Personal Property                                  	L1        
3599C     	MACHINE SHOP - AUTOMOTIVE                                   	Manufacturing                                     
3599D     	MACHINE SHOP - VALVE REPAIR                                 	Manufacturing                                     
3599E     	MACHINE SHOP - GRINDING                                     	Manufacturing                                     
3612      	POWER DISTRIBUTION & SPECIALTY TRANSFORMER MANUF            	Manufacturing                                     
3613      	SWITCHGEAR AND SWITCH- BOARD APPARATUS                      	Manufacturing                                     
3621      	MOTORS & GENERATORS MANUFACTURING                           	Manufacturing                                     
3624      	CARBON AND GRAPHITE PRODUCT MANUFACTURING                   	Manufacturing                                     
3625      	RELAYS AND INDUSTRIAL CONTROL MANUFACTURING                 	Manufacturing                                     
3631      	HOUSEHOLD COOKING EQUIPMENT - MANUF                         	Manufacturing                                     
3634      	AIR PURIFIERS, PORTABLE - MANUFACTURING                     	Manufacturing                                     
3643      	CURRENT-CARRYING WIRING DEVICES MANUFACTURING               	Manufacturing                                     
3644      	NONCURREN CARRYING WIRING DEVICES                           	Manufacturing                                     
3645      	RESIDENTIAL ELECTRIC LIGHTING FIXTURE MANUF                 	Manufacturing                                     
3646      	COMM, INDUST & INSTITUTION ELECTRIC LIGHTING FIXTURES       	Manufacturing                                     
3648      	LIGHTING EQUIPMENT NEC                                      	Manufacturing                                     
3648A     	LIGHTING EQUIPMENT NEC                                      	Manufacturing                                     
3694      	ELECTRICAL EQUIPMENT FOR INTERNAL COMBUSTION ENGINE         	Manufacturing                                     
3695      	MAGNETIC & OPTICAL RECORD MEDIA MANUFACTURING               	Manufacturing                                     
3699      	ELECT MACH & EQPT, NEC                                      	Manufacturing                                     
3699A     	ELECTRICAL EQUIP & SUPPLY                                   	Manufacturing                                     
3711      	MOTOR VEHICLES & PASSENGERCAR BODY MANUFACTURING            	Manufacturing                                     
3713      	TRUCK AND BUS BODIES                                        	Manufacturing                                     
3714      	MOTOR VEHICLE PARTS & ACCESSORY MANUFACTURING               	Manufacturing                                     
3715      	TRUCK TRAILER MANUFACTURING                                 	Manufacturing                                     
3724      	AIRCRAFT ENGINES AND ENGINE PART MANUFACTURING              	Manufacturing                                     
3728      	AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC                   	Manufacturing                                     
3731      	SHIP BUILDING & REPAIRING                                   	Manufacturing                                     
3732      	BOAT BUILDING & REPAIRING                                   	Manufacturing                                     
3732A     	BOAT BUILDING & REPAIRING                                   	Manufacturing                                     
3743      	RAILROAD EQUIPMENT MANUFACTURING                            	Manufacturing                                     
3799      	TRANSPORTATION EQPT, NEC                                    	Manufacturing                                     
3812      	AERONAUTICAL & NAUTICAL SEARCH SYSTEMS & INSTRUM.           	Manufacturing                                     
3821      	LABORATORY APPARATUS AND FURNITURE MANUF                    	Manufacturing                                     
3822      	ENVIRONMENTAL CONTROLS                                      	Manufacturing                                     
3822A     	AUTOMATIC HVAC & APPLIANCE CONTROL MANUFACTURING            	Manufacturing                                     
3823      	INDUSTRIAL DISPLAY, CONTROL & MEASUREMENT INSTRUMENTS       	Manufacturing                                     
3823A     	INSTRUMENTS-PROCESS CONTRO                                  	Manufacturing                                     
3824      	TOTALLIZING FLUID METERS & COUNTING DEVICES                 	Manufacturing                                     
3825      	ELECTRICITY & ELECTRIC SIGTESTING DEVICES                   	Manufacturing                                     
3826      	LABORATORY ANALYTICAL INSTRUMENT MANUFACTURING              	Manufacturing                                     
3827      	OPTICAL INSTRUMENTS & LENSES MANUFACTURING                  	Manufacturing                                     
3829      	MEASURING & CONTROLLING DEVICES, NEC                        	Manufacturing                                     
3829A     	MEASURING & CONTROL DEVICE                                  	Manufacturing                                     
3841A     	MEDICAL & SURG. INSTRUMENT                                  	Manufacturing                                     
3845      	ELECTROMEDICAL EQUIPMENT                                    	Manufacturing                                     
3851      	OPHTHALMIC GOODS - MNFG                                     	Manufacturing                                     
3911A     	JEWELRY - MANUFACTURING                                     	Manufacturing                                     
3949      	SPORTING AND ATHLETIC GOOD                                  	Manufacturing                                     
3993      	SIGNS & ADVERTISING SPECIA                                  	Manufacturing                                     
3993A     	SIGNS AND ADVERTISING SPECIALTY MANUFACTURING               	Manufacturing                                     
3999      	MANUFACTURING INDUSTRIES NEC                                	Manufacturing                                     
3999A     	MANUFACTURING NEC                                           	Manufacturing                                     
4011      	RAILROAD, LINE-HAUL OPERATING                               	Transportation, Public Utilities                  
4013      	RAILROAD SWITCHING AND TERMINAL ESTABLISHMENTS              	Transportation, Public Utilities                  
4119A     	AMBULANCE SERVICE                                           	Transportation, Public Utilities                  
4119B     	LIMOUSINE SERVICE                                           	Transportation, Public Utilities                  
4121      	TAXICAB SERVICE                                             	Transportation, Public Utilities                  
4141A     	BUS CHARTER SERVICE LOCAL                                   	Transportation, Public Utilities                  
4142      	BUS CHARTER - NOT LOCAL                                     	Transportation, Public Utilities                  
4173      	BUS TERMINAL & SERVICE                                      	Transportation, Public Utilities                  
4212      	LOCAL TRUCKING WITHOUT STORAGE                              	Transportation, Public Utilities                  
4212A     	TRUCKING-INTRASTATE                                         	Transportation, Public Utilities                  
4213      	TRUCKING, EXCEPT LOCAL                                      	Transportation, Public Utilities                  
4213A     	TRUCKING-INTERSTATE                                         	Transportation, Public Utilities                  
4214      	LOCAL TRUCKING WITH STORAGE                                 	Transportation, Public Utilities                  
4214A     	TRUCKING-INTRASTATE W/STOR                                  	Transportation, Public Utilities                  
4215      	COURIER SERVICE                                             	Transportation, Public Utilities                  
4215A     	COURIER SERVICES, EXCEPT BY AIR                             	Transportation, Public Utilities                  
4221      	FARM PRODUCT WAREHOUSING AND STORAGE                        	Transportation, Public Utilities                  
4222      	REFRIGERATED WAREHOUSING AND STORAGE                        	Transportation, Public Utilities                  
4222A     	WAREHOUSE - REFRIGERATED                                    	Transportation, Public Utilities                  
4225      	GENERAL WAREHOUSING AND STORAGE                             	Transportation, Public Utilities                  
4225A     	STORAGE - GENERAL                                           	Transportation, Public Utilities                  
4225B     	STORAGE - MINI WAREHOUSE                                    	Transportation, Public Utilities                  
4225C     	STORAGE - RECORDS MANAGEMENT FACILITY                       	Transportation, Public Utilities                  
4225D     	STORAGE - COLD                                              	Transportation, Public Utilities                  
4225E     	STORAGE - PERISHABLE FOOD                                   	Transportation, Public Utilities                  
4225F     	STOARAGE - COFFEE                                           	Transportation, Public Utilities                  
4225G     	STORAG - PAPER GOODS / PRINTED ITEMS                        	Transportation, Public Utilities                  
4226      	SPECIAL WAREHOUSING AND STORAGE                             	Transportation, Public Utilities                  
4226A     	TANK FARMS                                                  	Transportation, Public Utilities                  
4226B     	WAREHOUSE - SPECIAL                                         	Transportation, Public Utilities                  
4226C     	DISTRIBUTION WHSE-NEWSPAPE                                  	Transportation, Public Utilities                  
4226D     	DISTRIBUTION WAREHOUSE NEC                                  	Transportation, Public Utilities                  
4226P     	PIPESTOCK INVENTORY                                         	Transportation, Public Utilities                  
4227      	PIPESTOCK                                                   	Transportation, Public Utilities                  
4231      	MOTOR FREIGHT TERMINAL AND MAINTENANCE FACILITIES           	Transportation, Public Utilities                  
4311A     	POSTAL SERVICE - PRIVATE                                    	Transportation, Public Utilities                  
4410      	VESSELS - LOCAL WATER                                       	Transportation, Public Utilities                  
4412      	DEEP SEA FOREIGN FREIGHT TRANSPORTATION                     	Transportation, Public Utilities                  
4424      	DEEP SEA DOMESTIC TRANS- PORTATION OF FREIGHT               	Transportation, Public Utilities                  
4444      	CONTAINERS &/OR CHASSIS                                     	Transportation, Public Utilities                  
4449      	WATER TRANSPORTATION OF FREIGHT, NEC                        	Transportation, Public Utilities                  
4491      	MARINE CARGO HANDLING                                       	Transportation, Public Utilities                  
4491A     	MARINE CARGO HANDLING                                       	Transportation, Public Utilities                  
4492      	TOWING AND TUGBOAT SERVICE                                  	Transportation, Public Utilities                  
4493      	MARINAS                                                     	Transportation, Public Utilities                  
4499      	WATER TRANSPORTATION SVC                                    	Transportation, Public Utilities                  
4499A     	WATER TRANSPORTATION SERVICES, NEC                          	Transportation, Public Utilities                  
4512      	AIR TRANSPORTATION, SCHEDULED                               	Transportation, Public Utilities                  
4512A     	COMMERCIAL AIR CARRIER - EXCEPT AIRCRAFT                    	Transportation, Public Utilities                  
4512B     	AIR CARGO HANDLING                                          	Transportation, Public Utilities                  
4512C     	AIRLINES-COMMERCIAL                                         	Transportation, Public Utilities                  
4513      	COURIER SERVICE - AIR                                       	Transportation, Public Utilities                  
4513A     	AIR COURIER SERVICES                                        	Transportation, Public Utilities                  
4521      	AIR TRANSPORTATION, NONCER                                  	Transportation, Public Utilities                  
4522      	AIR TRANSPORTATION, NON-SCHEDULED                           	Transportation, Public Utilities                  
4581      	AIRPORTS, TERMINALS & SERV                                  	Transportation, Public Utilities                  
4612      	CRUDE PETROLEUM PIPELINES                                   	Transportation, Public Utilities                  
4613      	REFINED PETROLEUM PIPELINE                                  	Transportation, Public Utilities                  
4619      	PIPELINES, NEC                                              	Transportation, Public Utilities                  
4724      	TRAVEL AGENCY 0-9999 SQ FT                                  	Transportation, Public Utilities                  
4731      	FREIGHT & CARGO SHIPPING AGENT                              	Transportation, Public Utilities                  
4731A     	FREIGHT FORWARDING                                          	Transportation, Public Utilities                  
4741      	RENTAL OF RAILROAD CARS                                     	Transportation, Public Utilities                  
4783      	PACKING AND CRATING                                         	Transportation, Public Utilities                  
4785      	PUBLIC SCALES                                               	Transportation, Public Utilities                  
4789      	TRANSPORTATION SVC, NEC                                     	Transportation, Public Utilities                  
4812A     	RADIO COMMUNICATIONS LAND MOBILE RADIO                      	Transportation, Public Utilities                  
4812B     	WIRELESS TELCO CARRIER                                      	Transportation, Public Utilities                  
4812C     	PAGING CARRIER                                              	Transportation, Public Utilities                  
4812D     	MOBILE DATA SERVICES                                        	Transportation, Public Utilities                  
4812E     	AUTOMATIC VEHICLE LOCATOR SERVICE                           	Transportation, Public Utilities                  
4812F     	TOWERS AND ANTENNA SITES                                    	Transportation, Public Utilities                  
4812G     	RADIO COMMUNICATIONS N E C                                  	Transportation, Public Utilities                  
4812H     	RADIO COMMUNICATIONS, NEC                                   	Transportation, Public Utilities                  
4813      	LONG DISTANCE - MAJOR CARRIERS                              	Transportation, Public Utilities                  
4813A     	LONG DISTANCE - CARRIER'S CARRIER                           	Transportation, Public Utilities                  
4813B     	RESELLERS OF TELEPHONE SERVICE                              	Transportation, Public Utilities                  
4813C     	VOICE MAIL SERVICES                                         	Transportation, Public Utilities                  
4813D     	TELECOMMUNICATIONS EQUIP- MENT PROVIDERS                    	Transportation, Public Utilities                  
4813E     	SATELLITE EARTH STATIONS                                    	Transportation, Public Utilities                  
4813F     	VSAT                                                        	Transportation, Public Utilities                  
4813G     	MICROWAVE SITES                                             	Transportation, Public Utilities                  
4813H     	TELEPHONE COMMUNICATIONS N E C                              	Transportation, Public Utilities                  
4813I     	CLECS (COMPETITIVE LOCAL EXCHANGE CARRIERS)                 	Transportation, Public Utilities                  
4813J     	TELEPHONE COMMUNICATIONS VOIP PROVIDERS                     	Transportation, Public Utilities                  
4822      	DATA AND OTHER MESSAGE COMMUNICATIONS                       	Transportation, Public Utilities                  
4822A     	INTERNET SERVICE PROVIDER                                   	Transportation, Public Utilities                  
4822B     	ELECTRONIC DATA STORAGE OFFSITE                             	Transportation, Public Utilities                  
4832      	RADIO BROADCASTING STATION                                  	Transportation, Public Utilities                  
4832A     	SATELLITE RADIO SERVICE                                     	Transportation, Public Utilities                  
4833      	TV BROADCASTING STATION                                     	Transportation, Public Utilities                  
4841A     	CABLE & OTHER PAY TV SERVICES - CONVENTIONAL                	Transportation, Public Utilities                  
4841B     	SMATV SYSTEMS                                               	Transportation, Public Utilities                  
4841C     	SMATV SYSTEM LESS HEAD END                                  	Transportation, Public Utilities                  
4841D     	CABLE TV - HOTEL/MOTEL SYSTEMS                              	Transportation, Public Utilities                  
4841E     	CABLE TV - MDS & MMDS SYSTEMS                               	Transportation, Public Utilities                  
4841F     	CABLE TV - SERVICES NEC                                     	Transportation, Public Utilities                  
4899      	COMMUNICATION SERVICES NEC                                  	Transportation, Public Utilities                  
4911      	ELECTRIC SERVICES - TRANSMISSION                            	Transportation, Public Utilities                  
4911W     	ELECTRIC SERVICES - DISTRIBUTION                            	Transportation, Public Utilities                  
4922      	NATURAL GAS - TRANSMISSION                                  	Transportation, Public Utilities                  
4923      	NATURAL GAS - TRANSMISSION AND DISTRIBUTION                 	Transportation, Public Utilities                  
4924      	NATURAL GAS - DISTRIBUTION                                  	Transportation, Public Utilities                  
4925      	MIXED, MANUFACTURED OR LIQUIFIED PETROLEUM GAS              	Transportation, Public Utilities                  
4931      	ELECTRIC AND OTHER SERVICE COMBINED                         	Transportation, Public Utilities                  
4932      	GAS AND OTHER SERVICES COMBINED                             	Transportation, Public Utilities                  
4939      	COMBINATION UTILITIES, NEC                                  	Transportation, Public Utilities                  
4941      	WATER SUPPLY                                                	Transportation, Public Utilities                  
4941A     	UTILITY DISTRICT OFFICES                                    	Transportation, Public Utilities                  
4941B     	INDUS WATER DISTRIBUTION                                    	Transportation, Public Utilities                  
4952      	SEWERAGE SYSTEMS                                            	Transportation, Public Utilities                  
4953      	REFUSE SYSTEMS                                              	Transportation, Public Utilities                  
4953A     	REFUSE SYSTEMS                                              	Transportation, Public Utilities                  
4953B     	INCINERATOR OPERATION                                       	Transportation, Public Utilities                  
4953H     	HAZARDOUS WASTE DISPOSAL SITE                               	Transportation, Public Utilities                  
4961      	STEAM AND AIR CONDITIONING SUPPLY                           	Transportation, Public Utilities                  
5012      	AUTO & OTHER MOTOR VEHICLE                                  	Wholesale                                         
5012W     	AUTO DEALER-USED WHOLESALE                                  	Wholesale                                         
5013      	AUTO PARTS NEW-WHOLESALE                                    	Wholesale                                         
5013A     	MOTOR VEHICLE SUPPLIES                                      	Wholesale                                         
5014      	TIRES AND TUBES                                             	Wholesale                                         
5015      	AUTO PARTS USED-WHOLESALE                                   	Wholesale                                         
5021      	FURNITURE                                                   	Wholesale                                         
5023      	HOME FURNISHINGS                                            	Wholesale                                         
5031      	LUMBER & BLDG SUPPLY WHSLE                                  	Wholesale                                         
5032      	BRICK, SAND, & GRAVEL                                       	Wholesale                                         
5033      	ROOFING, SIDING, INSULATION.                                	Wholesale                                         
5039A     	CONSTRUCTION - MATERIALS NEC                                	Wholesale                                         
5043      	CAMERA/PHOTO SUPPLY-WHSLE                                   	Wholesale                                         
5044      	OFFICE EQUIPMENT                                            	Wholesale                                         
5045      	COMPUTER & SOFTWARE                                         	Wholesale                                         
5046      	RESTAURANT EQUIPMENT                                        	Wholesale                                         
5046A     	COMMERCIAL EQUIPMENT, NEC                                   	Wholesale                                         
5047      	MEDICAL & HOSPITAL EQUIP                                    	Wholesale                                         
5048      	OPHTHALMIC GOODS - WHSLE                                    	Wholesale                                         
5049      	EQUIPMENT PROFESSIONAL NEC                                  	Wholesale                                         
5051      	METALS SERVICE CENTERS                                      	Wholesale                                         
5051A     	WIRE ROPE & RELATED PRODUC                                  	Wholesale                                         
5051B     	METALS PRODUCTS SERVICE CENTER OFFICES                      	Wholesale                                         
5052      	COAL AND OTHER MINERAL ORE WHOLESALE DISTRIBUTION           	Wholesale                                         
5063      	ELECTRICAL APPARATUS AND EQUIPMENT, WIRING SUPPLIES         	Wholesale                                         
5063A     	ELECTRICAL EQPT & SUPPLIES                                  	Wholesale                                         
5063B     	LIGHTING FIXTURES - WHOLESALE                               	Wholesale                                         
5064      	ELECTRICAL APPLIANCES                                       	Wholesale                                         
5065      	ELECTRONIC PARTS & EQPT NEC                                 	Wholesale                                         
5065A     	ELECTRONICS WHLSE PARTS & EQUIPMENT                         	Wholesale                                         
5072      	HARDWARE - WHOLESALE                                        	Wholesale                                         
5074      	PLUMBING SUPPLIES WHOLESALE                                 	Wholesale                                         
5075      	A/C & HEATING EQUIP & SUPP                                  	Wholesale                                         
5078      	REFRIGERATION EQPT & SUPPL                                  	Wholesale                                         
5082      	EQUIPMENT-HEAVY                                             	Wholesale                                         
5082A     	EQUIPMENT-HEAVY, PARTS                                      	Wholesale                                         
5082B     	CONSTRUCTION & MINING M&E EXCEPT PETROLEUM-WHOLESALE        	Wholesale                                         
5083      	FARM EQUIPMENT SALES                                        	Wholesale                                         
5084      	INDUSTRIAL M & E, WHOLE- SALE DISTRIBUTION, NEC             	Wholesale                                         
5084A     	OIL FIELD EQUIP & SUPPLY                                    	Wholesale                                         
5084B     	WELDING EQUIPMENT                                           	Wholesale                                         
5084C     	INDUSTRIAL MACH & EQUIP                                     	Wholesale                                         
5084E     	PUMPS & EQPT WHSLE                                          	Wholesale                                         
5085      	INDUSTRIAL SUPPLIES DISTRI, NEC                             	Wholesale                                         
5085A     	INDUSTRIAL SUPPLIES, NEC                                    	Wholesale                                         
5085B     	RUBBER GOODS-HOSES & RELAT                                  	Wholesale                                         
5085D     	VALVES - INDUSTRIAL                                         	Wholesale                                         
5085E     	SEALS GASKETS PKG BEARING                                   	Wholesale                                         
5085I     	TOOLS - INDUSTRIAL                                          	Wholesale                                         
5085J     	FASTENERS - NUTS & BOLTS                                    	Wholesale                                         
5087      	SERVICE ESTABLISHMENT EQPT                                  	Wholesale                                         
5087A     	RESTAURANT SUPPLY                                           	Wholesale                                         
5087B     	CASKET & MORTICIAN SUPPLY                                   	Wholesale                                         
5087C     	BEAUTY & BARBER SUPPLY                                      	Wholesale                                         
5087D     	JANITORIAL SUPPLY                                           	Wholesale                                         
5088      	TRANSPORTATION EQPT & SUP                                   	Wholesale                                         
5088A     	MARINE & TRANSPORTATION SUPPLY                              	Wholesale                                         
5091      	SPORTING/RECREATIONALGOODS                                  	Wholesale                                         
5092      	TOYS/HOBBY GOODS & SUPPLIE                                  	Wholesale                                         
5093      	SCRAP METAL RECLAMATION                                     	Wholesale                                         
5093A     	AUTO SALVAGE YARDS                                          	Wholesale                                         
5093B     	RECYCLING-PAPER, ALUMINUM,METAL SCRAP, PLASTIC              	Wholesale                                         
5093D     	WASTE OIL RECLAMATION                                       	Wholesale                                         
5094      	JEWELRY - WHSLE                                             	Wholesale                                         
5094A     	JEWELRY - COSTUME WHSLE                                     	Wholesale                                         
5099      	DURABLE GOODS, NEC                                          	Wholesale                                         
5112      	STATIONERY SUPPLIES                                         	Wholesale                                         
5113A     	PAPER & PAPER PRODUCTS                                      	Wholesale                                         
5122      	DRUGS-WHOLESALE                                             	Wholesale                                         
5131      	PIECE GOODS & NOTIONS                                       	Wholesale                                         
5136      	CLOTHING-WHOLESALE                                          	Wholesale                                         
5141      	GROCERIES - GENERAL LINE WHOLESALE                          	Wholesale                                         
5141A     	GROCERIES, GENERAL LINE                                     	Wholesale                                         
5142      	PACKAGED FROZEN FOODS - WHOLESALE                           	Wholesale                                         
5143      	WHOLESALE DAIRY PRODUCTS, EXCEPT DRIED OR CANNED            	Wholesale                                         
5143A     	DAIRY PRODUCTS                                              	Wholesale                                         
5144      	POULTRY & POULTRY PRODUCTS WHOLESALE DISTRIBUTION           	Wholesale                                         
5145      	CONFECTIONERY - WHOLESALE                                   	Wholesale                                         
5146      	FISH AND SEAFOODS                                           	Wholesale                                         
5147      	MEAT & MEAT PRODUCTS - WHOLESALE, EXCEPT CANNED             	Wholesale                                         
5147A     	MEAT & MEAT PRODUCTS WHLSE                                  	Wholesale                                         
5148      	FRESH FRUITS & VEGETABLES                                   	Wholesale                                         
5149      	GROCERIES NEC                                               	Wholesale                                         
5149A     	GROCERIES & RELATED PRODUCTS, NEC                           	Wholesale                                         
5149B     	BEVERAGES-COLA                                              	Wholesale                                         
5153      	GRAIN AND FIELD BEAN - INCLUDING ELEVATORS                  	Wholesale                                         
5162      	PLASTICS - WHLSE                                            	Wholesale                                         
5169      	CHEMICAL & ALLIED PROD, NEC                                 	Wholesale                                         
5169A     	CHEMICAL & ALLIED PRODUCTS                                  	Wholesale                                         
5171      	PETROLEUM BULK STATIONS & TERMINALS                         	Wholesale                                         
5172      	PETROLEUM PRODUCTS WHOLESALE, EXCEPT TERMINALS              	Wholesale                                         
5172A     	PETROLEUM PRODUCTS NEC                                      	Wholesale                                         
5181      	BEVERAGES-BEER/ALE WHLSE                                    	Wholesale                                         
5182      	BEVERAGES-WINE/DISTILLED                                    	Wholesale                                         
5191      	FEED & FARM SUPPLY STORES                                   	Wholesale                                         
5192      	BOOKS PERIODICALS NEWSPAPE                                  	Wholesale                                         
5193      	FLOWERS - WHOLESALE                                         	Wholesale                                         
5193A     	FLORISTS SUPPLIES                                           	Wholesale                                         
5194      	TOBACCO & TOBACCO PRODUCTS                                  	Wholesale                                         
5198      	PAINTS, VARNISHES AND SUPPLIES                              	Wholesale                                         
5199      	NONDURABLE GOODS NEC                                        	Wholesale                                         
5199B     	ADVERTISING SPECIALITIES                                    	Wholesale                                         
5211A     	LUMBER & BLDG MATERIALS                                     	Retail                                            
5211B     	LUMBER & BLDG DEPT STORES                                   	Retail                                            
5211C     	BRICK & CONCRETE SUPPLIES                                   	Retail                                            
5211D     	PORTABLE BUILDING SALES                                     	Retail                                            
5211E     	DIRT YARDS                                                  	Retail                                            
5231      	PAINT STORES                                                	Retail                                            
5231A     	GLASS STORES                                                	Retail                                            
5231B     	WALLPAPER STORES                                            	Retail                                            
5251      	HARDWARE STORES-RETAIL                                      	Retail                                            
5251A     	TOOL DEALERS - MOBILE                                       	Retail                                            
5261      	NURSERIES-RETAIL                                            	Retail                                            
5271      	MOBILE HOME DEALERS                                         	Retail                                            
5311      	DEPARTMENT STORES-RETAIL                                    	Retail                                            
5311A     	DISCOUNT DEPT STORES                                        	Retail                                            
5311B     	DIST WHSE DEPARTMENT STORE                                  	Retail                                            
5331      	VARIETY STORE-RETAIL                                        	Retail                                            
5331A     	VARIETY 99 CENT/DOLLAR STORES - RETAIL                      	Retail                                            
5399A     	CATALOG SHOWROOMS                                           	Retail                                            
5411      	SUPERMARKET-GROCERY STORES                                  	Retail                                            
5411A     	SUPERMARKET-INDEPENDENT                                     	Retail                                            
5411D     	CONVEN STORE /NO GAS SOLE OWNER                             	Retail                                            
5411E     	CONVEN STORE W/GAS SOLE OWNER-CHAIN                         	Retail                                            
5411H     	CONVEN STORE /NO GAS SEPARATE OWNERS                        	Retail                                            
5411I     	DIST WHSE - GROCERY STORES                                  	Retail                                            
5411J     	CONVEN STORE W/GAS SEPARATE OWNERS                          	Retail                                            
5421      	MEAT MARKETS                                                	Retail                                            
5421A     	MEAT/FREEZER PROVISIONERS                                   	Retail                                            
5421B     	FISH MARKETS                                                	Retail                                            
5431      	PRODUCE MARKET                                              	Retail                                            
5441      	CANDY & NUT STORES                                          	Retail                                            
5461      	BAGEL SHOP                                                  	Retail                                            
5461A     	DONUT SHOP - RETAIL                                         	Retail                                            
5461B     	BAKERY-RETAIL BAKE & SELL                                   	Retail                                            
5461C     	BAKERY-RETAIL SELL ONLY                                     	Retail                                            
5461D     	BAKERY-COOKIES BAKE & SELL                                  	Retail                                            
5499A     	HEALTH FOOD STORES RETAIL                                   	Retail                                            
5511      	AUTO DEALER-NEW                                             	Retail                                            
5521      	AUTO DEALER-USED                                            	Retail                                            
5521A     	AUTO DEALER-USED CLASSIC                                    	Retail                                            
5531      	AUTO & HOME SUPPLY STORES                                   	Retail                                            
5531A     	TIRE SALES - NEW                                            	Retail                                            
5531B     	AUTO PARTS RETAIL                                           	Retail                                            
5531C     	TIRE SALES & AUTO REPAIR                                    	Retail                                            
5531D     	TIRES SALES - USED                                          	Retail                                            
5531E     	HUB CAP DEALERS                                             	Retail                                            
5541A     	SERVICE STA-FUEL STATION ONLY (NO CONV. STORE)              	Retail                                            
5541F     	SERVICE STA-FULLY OWNED                                     	Retail                                            
5541G     	SERVICE STA-SEPARATE OWNER                                  	Retail                                            
5541J     	SERVICE STA-SIGN ONLY                                       	Retail                                            
5551      	BOAT DEALERS                                                	Retail                                            
5551A     	MARINE SUPPLY                                               	Retail                                            
5561      	RECREATIONAL VEH DEALER                                     	Retail                                            
5571      	MOTORCYCLE DEALER                                           	Retail                                            
5599      	AUTO DEALER-NEC                                             	Retail                                            
5599A     	TRAILERS RETAIL                                             	Retail                                            
5599B     	AIRCRAFT DEALERS                                            	Retail                                            
5599C     	TRUCKS - NEW & USED                                         	Retail                                            
5599D     	VEHICLE IMPORT STORAGE LOT                                  	Retail                                            
5611      	CLOTHING MENS & BOYS                                        	Retail                                            
5621      	CLOTHING WOMENS                                             	Retail                                            
5621A     	CLOTHING BRIDAL SHOPS                                       	Retail                                            
5621B     	CLOTHING MATERNITY SHOPS                                    	Retail                                            
5632      	CLOTHING WOMENS ACCESSORY                                   	Retail                                            
5632A     	CLOTHING FUR SHOPS                                          	Retail                                            
5632B     	CLOTHING WOMENS INTIMATE APPAREL                            	Retail                                            
5641      	CLOTHING CHILDREN/INFANT                                    	Retail                                            
5651      	CLOTHING FAMILY                                             	Retail                                            
5651A     	DIST WHSE - CLOTHING                                        	Retail                                            
5661      	CLOTHING SHOE STORE-FAMILY                                  	Retail                                            
5662      	CLOTHING SHOE STORE-WOMEN                                   	Retail                                            
5663      	CLOTHING SHOE STORE-MEN                                     	Retail                                            
5664      	CLOTHING SHOE STORE- ATHLETIC                               	Retail                                            
5699      	CLOTHING MISC                                               	Retail                                            
5699A     	CLOTHING WESTERN WEAR                                       	Retail                                            
5699B     	CLOTHING UNIFORMS                                           	Retail                                            
5699D     	CLOTHING T-SHIRTS                                           	Retail                                            
5699E     	WIG SHOPS                                                   	Retail                                            
5712      	FURNITURE STORES - RETAIL                                   	Retail                                            
5712A     	DIST WHSE - FURNITURE STOR                                  	Retail                                            
5713      	FLOOR COVERING STORES                                       	Retail                                            
5714      	DRAPERY & UPHOLSTERY STORE                                  	Retail                                            
5719      	HOME FURNISHINGS - MISC                                     	Retail                                            
5719A     	HOME FURNISHINGS IMPORTED                                   	Retail                                            
5719B     	FURNITURE STORES - BEDDING                                  	Retail                                            
5719C     	CHINA-CRYSTAL SHOPS                                         	Retail                                            
5719D     	HOUSEWARES & KITCHEN GADGE                                  	Retail                                            
5719E     	FIREPLACE SHOPS                                             	Retail                                            
5719F     	LIGHTING FIXTURE STORES                                     	Retail                                            
5719G     	WINDOW COVERING STORES                                      	Retail                                            
5719H     	LINEN STORES                                                	Retail                                            
5722      	APPLIANCE-RETAIL                                            	Retail                                            
5722A     	APPLIANCE - ELECTRONIC STORE                                	Retail                                            
5722B     	SEW MACH/VAC CLEAN SALES                                    	Retail                                            
5722C     	APPLIANCE STORES - USED                                     	Retail                                            
5731      	TV, STEREO CENTERS                                          	Retail                                            
5731A     	ELECTRONIC PRODUCTS STORES                                  	Retail                                            
5731C     	CAR STEREO                                                  	Retail                                            
5734      	COMPUTER & SOFTWARE STORES                                  	Retail                                            
5734A     	COMPUTER SOFTWARE PREPACKAGED                               	Retail                                            
5734R     	COMPUTER RELATED PRODUCTS                                   	Retail                                            
5735      	TAPE & CD STORES                                            	Retail                                            
5736      	MUSICAL INSTRUMENT STORES                                   	Retail                                            
5736A     	PIANO & ORGAN STORES                                        	Retail                                            
5812A     	RESTAURANTS - CAFETERIAS                                    	Retail                                            
